credit_score,annual_income,dti_ratio,loan_amount,loan_term,employment_length,num_credit_lines,delinquent_history,num_delinquencies,num_credit_inquiries,revolving_util,interest_rate,loan_status
661,70435.87,4.0,49310.62,12,0,5,0,0,1,29.48,4.98,Fully Paid
513,127928.4,5.09,4520.85,12,5,6,0,0,1,22.55,3.68,Fully Paid
652,154488.27,13.7,15114.53,36,2,5,0,0,1,10.96,3.98,Fully Paid
685,102975.49,3.44,10644.16,48,0,4,0,0,0,39.49,5.02,Fully Paid
537,127815.56,10.08,19737.3,60,3,7,0,0,4,28.99,6.25,Default
528,59165.85,12.86,28036.16,36,2,5,0,0,1,9.43,4.79,Default
564,39358.44,11.91,2319.01,24,20,3,0,0,0,75.8,2.82,Fully Paid
709,58786.49,30.5,9352.41,48,1,9,1,1,2,30.49,8.35,Fully Paid
490,55307.25,9.07,16863.22,12,2,6,0,0,2,49.47,5.43,Default
716,53117.46,30.82,12816.18,12,15,6,0,0,2,45.9,4.15,Fully Paid
681,59504.79,15.01,20157.69,12,3,2,0,0,2,49.8,4.32,Fully Paid
629,54046.05,45.85,18016.21,36,15,4,1,1,3,11.56,6.12,Default
531,45487.92,9.64,9923.25,36,1,5,0,0,3,82.24,6.84,Default
586,55356.16,20.74,7939.68,24,7,1,0,0,3,8.34,4.13,Fully Paid
712,96862.22,4.56,9137.68,48,15,4,0,0,2,26.64,4.4,Fully Paid
750,35630.13,24.94,13809.12,24,10,2,0,0,4,35.6,4.91,Fully Paid
567,134208.34,16.14,6786.36,36,15,2,0,0,2,78.77,6.34,Fully Paid
741,114629.56,32.81,3772.66,36,1,3,0,0,0,21.17,4.34,Fully Paid
704,63068.24,14.63,9169.01,48,7,6,0,0,2,47.99,4.7,Fully Paid
649,14334.08,15.65,9455.24,24,7,3,0,0,1,38.34,4.91,Fully Paid
590,16210.73,7.88,28738.16,48,5,2,0,0,1,89.54,7.84,Default
603,64018.42,40.15,14964.93,60,7,8,0,0,0,25.5,6.17,Default
795,89952.61,22.05,14434.6,24,3,6,0,0,1,69.4,4.8,Fully Paid
664,173439.11,36.68,32021.1,36,2,5,0,0,2,31.24,4.65,Fully Paid
756,46949.04,34.57,52525.52,60,20,5,0,0,6,68.3,6.81,Fully Paid
669,43978.08,22.11,10480.16,48,20,3,0,0,4,44.48,4.7,Fully Paid
613,28840.8,13.63,15780.5,12,1,5,0,0,2,46.22,4.56,Fully Paid
696,85757.61,5.06,5904.74,36,1,7,1,2,2,43.22,7.77,Fully Paid
822,60125.99,11.9,43437.41,60,5,7,1,1,1,36.56,7.0,Fully Paid
598,44971.92,16.58,9907.34,36,10,1,0,0,0,67.33,3.74,Fully Paid
723,60714.16,8.25,32669.95,48,10,2,0,0,0,51.83,5.39,Fully Paid
665,56580.12,19.96,4329.4,60,3,3,1,1,3,2.58,6.9,Default
534,107004.41,8.29,40459.01,36,7,5,0,0,3,77.75,6.27,Fully Paid
532,46347.78,5.72,21696.22,24,15,4,0,0,2,9.03,2.79,Fully Paid
613,59762.56,21.36,7228.83,60,1,2,0,0,1,38.9,6.05,Fully Paid
677,99672.15,11.62,9547.3,36,20,4,0,0,2,49.81,3.78,Fully Paid
720,51089.67,20.41,5564.11,24,3,5,1,4,1,34.09,6.18,Fully Paid
524,38376.2,9.23,18233.76,12,0,5,0,0,1,46.21,5.0,Fully Paid
702,27760.34,17.09,8687.5,48,15,3,0,0,1,56.59,4.95,Fully Paid
640,32061.16,4.8,12711.12,24,3,6,0,0,0,44.91,3.42,Fully Paid
650,40700.98,4.03,13199.16,24,15,2,0,0,2,35.81,4.02,Fully Paid
697,106579.95,17.28,38162.04,48,10,4,0,0,1,80.99,5.26,Fully Paid
789,38474.06,16.41,5627.16,48,20,7,0,0,1,40.94,5.16,Fully Paid
674,52629.57,34.38,17541.83,36,2,5,0,0,1,59.75,6.26,Fully Paid
541,32291.9,4.46,5543.1,36,2,11,0,0,1,16.09,4.4,Default
635,61830.41,25.09,6552.64,48,2,1,0,0,1,33.14,5.46,Fully Paid
718,71120.4,13.11,6408.95,48,5,6,0,0,2,55.57,5.16,Fully Paid
720,74083.82,2.12,7327.62,48,0,7,0,0,0,90.96,5.4,Fully Paid
703,171737.74,18.44,34121.77,36,15,1,1,1,0,67.53,4.94,Fully Paid
609,59373.13,21.53,17611.95,36,7,6,1,1,1,60.78,7.99,Default
540,71384.1,5.35,14949.69,36,0,1,0,0,1,12.48,4.88,Default
697,42680.2,0.4,33051.75,60,15,2,1,2,4,63.88,8.45,Fully Paid
552,220449.51,15.53,19659.69,60,20,3,0,0,1,25.75,3.87,Fully Paid
705,99547.04,16.57,6552.38,36,3,7,1,4,2,19.38,5.18,Fully Paid
705,101768.44,1.43,10990.71,36,20,7,0,0,0,44.07,2.45,Fully Paid
612,115093.84,1.53,12543.35,48,2,6,0,0,0,20.01,4.59,Default
641,93830.4,3.92,11460.59,48,7,6,1,3,0,19.0,6.34,Fully Paid
665,118439.37,20.92,9043.99,36,3,5,0,0,3,16.47,5.51,Fully Paid
600,53506.47,8.26,6479.08,36,0,4,1,2,1,61.38,8.47,Default
539,233092.89,21.43,11174.34,60,2,3,1,1,3,31.02,7.63,Default
646,23680.98,13.79,13630.8,24,3,1,1,2,1,32.32,6.69,Fully Paid
655,50773.59,43.27,20096.52,60,7,2,0,0,3,19.21,6.17,Fully Paid
758,169202.39,18.56,8079.53,48,3,7,0,0,1,31.99,4.8,Fully Paid
587,54043.52,32.86,24275.34,36,3,9,0,0,3,55.1,6.21,Default
735,89109.88,30.74,29311.47,60,5,8,1,4,3,53.83,10.17,Default
558,45114.71,19.43,16465.65,48,5,5,0,0,1,33.7,6.65,Default
542,78250.74,23.64,19460.95,48,3,4,0,0,1,68.92,6.49,Fully Paid
625,48239.24,11.17,31815.98,60,7,8,0,0,3,12.43,6.15,Fully Paid
574,120715.4,41.28,4291.71,48,10,3,1,2,1,12.77,7.38,Default
541,71283.66,14.23,32645.72,48,15,4,0,0,2,14.14,5.04,Fully Paid
805,20951.71,10.41,56836.64,48,5,7,0,0,3,74.54,8.52,Fully Paid
613,36755.55,0.79,5585.42,36,1,9,0,0,5,20.33,5.09,Fully Paid
834,33357.74,34.88,12055.33,24,0,3,0,0,1,4.73,4.25,Fully Paid
570,139201.1,8.01,2447.21,60,10,6,0,0,2,56.27,5.33,Fully Paid
513,28428.19,9.97,21720.11,48,1,4,0,0,4,44.66,7.65,Default
753,50976.57,11.77,19361.4,36,7,6,1,1,3,24.16,6.52,Fully Paid
591,212542.38,11.0,14018.17,24,3,5,0,0,0,81.23,4.61,Fully Paid
661,126572.66,22.08,18543.74,48,20,5,1,1,1,49.1,5.19,Fully Paid
541,35855.01,18.61,30943.1,60,15,4,0,0,0,42.05,5.37,Default
646,35224.05,16.62,6389.08,36,0,4,0,0,1,23.99,5.15,Fully Paid
540,33245.27,19.67,21677.66,60,2,7,0,0,3,54.46,7.58,Default
644,67765.96,12.11,7131.32,24,15,8,1,1,1,53.38,4.67,Fully Paid
612,44469.68,26.15,15573.42,24,2,7,0,0,3,43.34,7.08,Default
668,68746.18,2.64,27061.78,48,1,5,1,1,0,76.87,8.17,Fully Paid
700,72079.03,20.71,22683.52,36,3,5,1,1,1,45.29,7.23,Fully Paid
669,61587.23,29.96,3542.44,24,15,5,0,0,0,11.65,3.17,Fully Paid
686,65421.94,7.43,8972.46,36,0,4,0,0,5,47.35,5.44,Fully Paid
641,63047.47,15.72,10485.89,48,0,5,0,0,0,29.52,5.36,Fully Paid
615,37679.9,12.0,19946.13,36,10,5,0,0,3,7.86,3.89,Fully Paid
687,25143.81,8.03,35555.79,24,1,4,0,0,2,61.51,6.33,Fully Paid
641,61854.87,5.8,7838.11,48,10,8,0,0,1,36.56,4.68,Fully Paid
644,37460.08,2.45,10288.83,36,2,3,0,0,3,66.71,7.14,Fully Paid
681,107545.84,17.88,20024.57,36,2,7,0,0,0,6.27,4.46,Fully Paid
567,28278.79,30.15,13866.14,12,1,3,0,0,1,5.14,3.85,Default
764,48334.69,23.25,1203.98,36,0,2,1,5,2,30.34,6.29,Fully Paid
630,65708.38,23.38,27676.96,36,5,3,0,0,0,47.39,6.17,Fully Paid
659,127566.44,17.41,13666.57,24,3,8,0,0,1,38.95,3.99,Fully Paid
646,47306.86,27.4,10255.15,48,15,11,0,0,2,48.55,4.19,Fully Paid
702,66868.06,29.71,29603.41,24,0,2,0,0,2,14.01,4.56,Fully Paid
677,86693.76,27.61,3754.3,48,0,3,1,2,1,73.93,9.55,Fully Paid
646,94635.38,29.28,10304.27,48,5,5,1,4,0,66.62,7.13,Default
765,74615.6,8.07,30200.18,24,0,7,1,1,1,47.57,6.75,Fully Paid
393,177188.04,33.46,7102.55,36,2,4,0,0,0,42.8,6.24,Default
749,47181.8,7.7,15348.46,36,5,10,0,0,0,72.94,4.54,Fully Paid
723,169146.61,1.43,7886.18,48,3,8,1,4,1,10.63,4.78,Fully Paid
503,90561.7,12.68,31330.59,24,2,3,0,0,4,58.01,6.71,Default
724,69365.39,17.91,38247.51,36,1,5,0,0,1,65.47,5.93,Fully Paid
734,72699.08,19.83,29851.97,36,10,4,0,0,0,18.57,3.1,Fully Paid
694,105085.21,34.47,42178.97,36,1,5,0,0,0,2.84,4.64,Fully Paid
525,38892.82,38.78,11568.85,60,3,6,0,0,0,23.46,5.29,Default
704,65345.04,8.49,8784.42,48,10,9,0,0,1,52.76,4.78,Fully Paid
730,51768.27,6.66,10049.89,36,10,5,0,0,0,40.76,3.25,Fully Paid
604,156608.96,27.44,5679.27,12,5,5,0,0,2,21.82,3.74,Fully Paid
685,40529.99,9.83,4135.05,36,1,3,0,0,0,21.34,4.43,Fully Paid
621,198537.22,13.17,47664.23,48,15,7,0,0,2,24.12,3.91,Fully Paid
720,45772.01,6.29,17092.32,36,15,5,0,0,1,12.17,2.9,Fully Paid
624,26027.22,11.53,43303.79,36,10,4,0,0,5,31.85,7.58,Fully Paid
603,35513.28,15.05,6629.18,48,2,7,1,4,0,19.62,6.51,Default
646,35957.06,8.19,34541.89,48,5,9,0,0,1,11.57,5.38,Fully Paid
542,161900.22,7.46,16262.1,48,2,2,0,0,3,43.29,6.85,Default
638,26722.78,19.79,12966.43,60,15,2,0,0,3,46.93,6.25,Fully Paid
678,72683.27,17.46,9676.93,36,15,4,0,0,0,48.08,3.61,Fully Paid
719,144434.42,13.45,9416.11,36,7,7,1,1,1,28.07,5.93,Fully Paid
669,315698.75,6.4,11036.73,48,7,7,0,0,1,17.65,3.17,Fully Paid
535,56044.06,45.37,18042.19,60,20,5,0,0,3,61.44,6.31,Default
758,64037.01,18.26,9781.75,48,1,4,0,0,0,6.37,3.52,Fully Paid
764,29741.1,25.67,15278.43,48,10,7,1,4,1,35.04,6.94,Fully Paid
659,47645.47,14.97,25518.4,12,7,6,0,0,0,37.92,4.19,Fully Paid
589,222213.0,32.25,36375.1,48,15,10,1,2,1,28.25,6.92,Default
607,101000.27,10.31,9078.96,36,3,1,0,0,3,13.37,4.53,Fully Paid
633,124108.17,3.11,32021.49,36,3,3,0,0,1,20.04,4.38,Fully Paid
672,88318.27,36.22,18309.89,24,10,7,0,0,0,23.66,3.12,Fully Paid
625,113651.11,20.5,14524.1,60,5,4,0,0,2,60.11,5.64,Fully Paid
581,191597.38,11.14,15934.81,36,2,2,0,0,2,12.37,5.68,Default
731,45522.19,11.76,10975.4,48,2,4,1,2,2,32.09,7.87,Fully Paid
670,93209.49,7.81,13596.27,24,3,8,0,0,1,9.92,3.79,Fully Paid
565,39543.92,32.4,9091.37,48,2,6,1,1,1,12.4,8.24,Default
673,17651.53,20.02,3530.84,36,20,2,0,0,2,60.72,4.37,Fully Paid
662,70188.2,12.98,54397.67,24,3,11,0,0,1,86.47,5.56,Fully Paid
592,64509.79,23.92,7051.46,36,3,4,1,2,0,10.03,6.77,Default
745,57238.21,11.18,8880.12,60,15,4,1,2,1,66.84,5.89,Fully Paid
660,40799.45,10.32,3640.99,36,10,7,0,0,1,21.67,2.5,Default
632,65002.83,9.44,31798.1,24,10,9,0,0,1,71.94,4.09,Fully Paid
643,77195.23,17.24,7639.73,36,15,6,0,0,2,77.19,4.94,Fully Paid
685,194289.98,18.77,19097.28,36,15,4,0,0,2,5.85,3.23,Fully Paid
644,82546.83,14.72,15241.16,36,0,2,0,0,1,49.02,5.65,Fully Paid
643,85166.37,8.22,10888.75,36,1,6,0,0,3,64.2,6.06,Default
735,38197.2,17.24,8573.08,36,15,7,0,0,2,7.66,3.46,Fully Paid
536,33765.14,7.31,8137.08,48,10,2,0,0,2,21.05,5.01,Fully Paid
549,33239.56,8.94,25800.05,48,1,5,0,0,3,71.56,7.34,Default
712,50126.18,29.89,51830.97,24,3,3,0,0,1,40.17,6.03,Fully Paid
843,62078.42,14.2,25563.59,60,5,8,1,3,3,31.27,8.8,Fully Paid
720,68146.22,37.79,51440.64,36,1,10,1,1,0,19.63,7.33,Default
799,36652.53,11.02,29659.09,24,10,4,0,0,0,58.3,4.18,Fully Paid
615,15602.88,15.15,12445.65,24,15,4,1,2,2,34.67,6.67,Default
599,46546.32,21.23,8174.09,12,7,5,0,0,1,74.1,3.68,Fully Paid
686,105071.91,38.76,43714.78,24,15,3,0,0,2,35.4,4.55,Fully Paid
726,47770.32,30.57,8041.54,48,0,8,0,0,2,51.59,6.12,Fully Paid
545,57266.74,22.48,10767.31,36,20,7,0,0,1,47.62,3.7,Default
632,23007.45,16.27,10846.79,12,5,5,1,3,4,40.02,6.38,Fully Paid
647,64512.97,7.48,16324.83,24,3,2,0,0,3,46.03,5.31,Fully Paid
595,76546.75,8.07,121123.7,48,20,6,0,0,0,42.11,4.77,Fully Paid
605,42532.43,22.55,4637.98,60,7,3,0,0,0,49.22,5.49,Fully Paid
717,106792.41,4.1,11034.46,60,2,3,0,0,1,31.02,5.5,Fully Paid
687,122922.13,32.41,3956.79,36,2,4,0,0,1,58.19,5.71,Fully Paid
713,213096.33,9.79,16245.86,12,0,4,0,0,1,34.21,3.33,Fully Paid
676,34334.06,24.02,16878.99,60,5,7,0,0,2,33.79,6.96,Fully Paid
580,71096.45,29.1,14004.38,36,0,4,0,0,0,61.56,6.21,Default
683,29360.97,3.38,26056.87,60,20,6,0,0,0,28.92,3.86,Fully Paid
573,86047.99,24.79,7925.03,36,3,4,0,0,1,81.73,6.18,Default
625,80058.74,11.73,6624.87,24,0,5,0,0,2,35.61,5.45,Fully Paid
567,18838.05,22.54,8336.13,36,5,5,0,0,4,58.11,6.96,Default
601,70495.23,20.53,14143.96,36,2,6,0,0,0,54.33,5.36,Default
657,53130.69,23.61,1721.28,60,1,5,1,2,5,14.16,8.43,Default
613,29406.11,34.25,9712.62,60,7,5,0,0,1,15.59,6.27,Fully Paid
579,50250.41,13.33,13576.95,12,15,1,0,0,2,11.12,2.05,Fully Paid
741,206308.92,10.03,120644.8,12,1,5,1,2,0,7.79,5.71,Fully Paid
640,84460.39,16.69,19604.5,24,7,6,0,0,2,41.84,4.34,Fully Paid
607,36453.12,28.45,8264.48,36,1,4,1,1,1,20.62,6.86,Default
563,49080.5,22.35,70033.58,36,10,7,0,0,0,29.73,5.93,Default
500,18746.69,4.92,15048.35,36,10,5,0,0,1,34.85,5.26,Default
632,31312.98,6.45,12740.48,60,7,6,0,0,1,38.28,5.08,Fully Paid
539,164472.91,8.77,26869.01,60,5,3,0,0,0,69.45,6.3,Fully Paid
706,103789.34,20.51,53461.18,36,3,3,0,0,1,47.59,5.64,Fully Paid
652,78483.16,8.91,59256.1,36,2,5,0,0,3,38.94,6.95,Fully Paid
774,75660.68,9.36,18864.08,24,1,7,0,0,1,17.17,3.0,Fully Paid
667,140092.87,16.97,7380.97,36,3,1,0,0,2,50.51,5.47,Fully Paid
591,72562.72,27.74,7930.68,36,15,4,0,0,4,48.12,3.77,Fully Paid
499,50514.58,42.27,6057.36,60,5,2,0,0,0,55.99,6.92,Default
714,56674.43,15.92,5374.71,48,5,3,0,0,2,40.28,5.14,Fully Paid
546,51172.74,7.6,7520.68,24,20,4,0,0,0,29.41,2.88,Fully Paid
617,50770.21,32.62,5876.91,60,15,10,0,0,2,16.56,4.66,Fully Paid
783,165692.5,1.33,66232.78,36,3,3,0,0,1,30.69,3.52,Fully Paid
698,31757.47,5.08,7753.29,36,5,6,0,0,4,49.71,4.61,Fully Paid
681,44221.64,15.67,7746.04,36,5,6,0,0,0,54.6,4.39,Fully Paid
725,20032.21,37.3,10893.2,60,0,6,0,0,0,27.46,6.17,Fully Paid
722,109815.98,5.11,12215.38,60,7,5,0,0,1,50.77,6.04,Fully Paid
776,73534.5,27.83,61570.26,12,1,5,0,0,4,33.53,5.15,Fully Paid
601,169915.68,27.92,25878.59,60,2,8,0,0,1,42.34,6.87,Default
619,40790.51,26.55,7477.37,48,0,8,0,0,2,39.91,6.51,Fully Paid
576,37168.19,9.06,4626.67,36,2,6,0,0,1,50.21,5.33,Default
647,29765.74,12.26,16066.16,24,10,6,0,0,6,24.21,4.72,Fully Paid
639,78700.59,31.19,8334.07,36,20,5,0,0,2,10.12,3.33,Fully Paid
509,48528.42,14.39,17688.67,36,3,8,1,1,1,50.82,7.64,Default
597,71687.21,11.33,12688.01,36,5,4,0,0,4,65.85,6.9,Default
765,46422.66,11.11,8170.92,24,5,4,0,0,1,64.25,4.13,Fully Paid
669,141966.8,12.6,2957.41,48,1,11,0,0,1,19.29,4.95,Fully Paid
707,127899.12,11.98,2375.62,36,5,8,1,1,2,65.76,8.37,Fully Paid
640,63048.0,7.06,10666.82,12,10,5,0,0,3,22.35,2.49,Fully Paid
499,112640.64,11.7,32063.59,48,15,4,0,0,1,47.65,5.3,Default
639,55302.87,5.47,9638.64,48,2,3,0,0,2,31.0,5.02,Fully Paid
733,58251.96,20.5,24106.22,48,0,11,0,0,2,57.98,6.42,Fully Paid
555,16342.07,21.4,8416.24,24,15,4,0,0,1,28.49,3.49,Default
709,81160.95,41.05,81749.77,36,3,4,0,0,2,28.59,6.15,Fully Paid
513,60701.6,36.49,3368.45,36,10,3,0,0,0,11.96,4.27,Default
651,101530.53,6.47,6623.94,60,2,9,0,0,2,26.64,5.72,Fully Paid
693,91907.54,16.39,3219.16,60,3,10,0,0,2,30.7,5.95,Fully Paid
625,38206.36,12.99,9852.41,36,7,4,0,0,3,57.14,5.79,Fully Paid
847,53354.06,4.86,71978.82,48,3,8,0,0,1,53.94,6.57,Fully Paid
610,44944.39,2.52,28057.99,48,3,6,0,0,2,35.04,6.73,Fully Paid
603,112063.35,27.71,2651.38,48,20,5,1,2,2,38.69,6.8,Default
666,153898.14,9.29,5525.83,48,5,8,1,2,4,34.14,7.46,Fully Paid
589,96674.45,27.56,25208.87,36,0,5,0,0,1,36.97,5.3,Default
534,197077.35,17.73,8592.49,48,1,7,0,0,3,55.07,7.45,Default
562,81989.17,31.36,59358.85,24,7,3,0,0,4,59.17,6.62,Default
710,33365.34,4.94,42912.27,36,10,5,0,0,3,46.31,5.79,Fully Paid
625,26040.93,19.23,9499.47,12,1,9,0,0,2,53.59,4.48,Fully Paid
786,34477.19,12.91,31280.58,48,5,7,0,0,4,19.35,6.62,Fully Paid
614,45609.9,22.73,19369.31,24,7,4,0,0,3,48.24,4.68,Default
706,39876.88,7.77,11189.22,36,20,4,0,0,1,24.77,4.21,Fully Paid
690,61858.6,37.52,16005.05,24,5,5,1,2,2,35.4,7.4,Fully Paid
613,53723.75,14.28,27116.57,60,1,1,0,0,3,36.18,7.77,Default
579,62617.57,24.71,13574.7,12,5,3,0,0,2,37.12,4.69,Fully Paid
511,259092.99,17.85,8450.26,12,5,4,0,0,2,11.28,3.99,Fully Paid
694,101271.77,36.24,21364.94,60,0,3,1,4,2,16.17,8.44,Default
745,70384.41,13.34,8274.58,48,1,6,0,0,2,41.51,5.63,Fully Paid
522,113223.02,7.84,8896.23,36,5,8,0,0,3,52.33,5.99,Default
620,36897.85,22.36,43414.07,48,15,4,0,0,1,17.94,4.99,Fully Paid
596,35964.43,10.65,11493.9,36,0,5,1,2,0,75.81,8.34,Fully Paid
694,103753.22,21.02,18038.66,24,5,4,0,0,2,33.66,4.24,Fully Paid
623,59858.77,23.88,6818.01,36,3,9,0,0,0,64.84,4.7,Fully Paid
755,64447.89,22.0,26664.15,36,7,8,0,0,2,76.49,5.5,Fully Paid
619,30160.62,27.09,7479.67,48,5,3,0,0,2,48.3,5.89,Fully Paid
551,45057.13,10.55,10812.98,48,20,5,1,1,1,10.56,5.27,Fully Paid
612,46830.69,24.23,12170.71,24,20,6,0,0,2,48.64,4.13,Default
621,44864.96,9.76,27294.71,36,2,9,0,0,1,38.99,5.36,Fully Paid
692,216856.74,15.93,12798.85,24,1,4,0,0,2,59.06,5.26,Fully Paid
620,213744.91,14.48,8239.86,24,1,3,0,0,4,72.84,6.95,Fully Paid
685,118537.34,9.55,13258.86,36,7,3,0,0,2,31.78,4.77,Fully Paid
586,63444.38,14.25,8358.79,48,2,3,0,0,1,74.59,6.61,Fully Paid
626,42093.65,30.82,22667.44,24,3,3,0,0,3,35.93,5.88,Default
587,32184.14,9.62,3198.04,36,5,5,0,0,0,61.27,5.15,Fully Paid
582,73494.95,5.51,7869.12,48,2,6,0,0,0,23.15,4.66,Fully Paid
751,128574.79,33.56,20327.57,12,2,2,0,0,2,47.0,4.21,Fully Paid
592,95496.86,13.07,27059.33,24,0,4,0,0,3,8.52,5.46,Fully Paid
622,63649.33,16.51,7954.88,12,0,3,0,0,1,50.27,4.35,Fully Paid
733,89389.93,29.53,16008.39,12,7,3,1,2,1,34.92,4.83,Fully Paid
710,59197.88,24.37,3051.83,60,15,3,0,0,3,60.64,5.47,Fully Paid
781,50684.43,9.89,4150.06,36,1,8,0,0,3,71.4,5.18,Fully Paid
688,32591.3,2.23,2185.85,36,7,6,0,0,0,28.83,3.61,Fully Paid
601,49138.92,8.63,16106.22,12,10,4,0,0,1,60.03,3.47,Default
814,71834.56,2.04,28295.75,60,5,6,0,0,0,61.13,5.04,Fully Paid
696,46628.34,19.89,7723.66,48,3,3,0,0,2,37.26,5.01,Fully Paid
637,30153.7,7.35,31422.18,24,2,5,0,0,2,59.89,6.25,Fully Paid
654,64136.83,48.2,34422.55,24,2,5,0,0,1,28.72,5.36,Default
664,71840.12,22.49,12775.02,60,3,10,1,3,2,68.95,8.62,Default
631,47979.88,11.45,8998.45,48,3,1,0,0,6,31.47,7.27,Fully Paid
539,59088.72,16.81,6668.35,12,20,5,0,0,0,32.69,2.0,Fully Paid
780,13115.86,36.07,3878.89,36,1,6,0,0,0,61.68,5.68,Fully Paid
648,93438.27,22.0,9790.36,24,1,7,1,1,1,48.84,6.84,Default
664,71180.12,12.63,7455.34,48,10,2,0,0,4,43.36,5.68,Fully Paid
816,139976.08,19.25,8505.52,48,20,4,0,0,0,25.18,2.31,Fully Paid
595,52691.52,4.99,17024.39,12,10,8,0,0,2,22.88,2.87,Fully Paid
702,92996.48,2.81,12984.67,24,1,5,0,0,2,11.68,3.77,Fully Paid
586,121426.92,9.54,34746.99,48,5,10,0,0,1,25.12,5.8,Fully Paid
675,60767.91,17.61,2511.68,48,0,8,0,0,2,32.93,5.42,Fully Paid
666,73614.27,23.57,9257.17,24,2,4,0,0,1,50.31,5.13,Fully Paid
713,65224.09,3.98,15210.25,60,2,5,0,0,3,27.12,5.34,Fully Paid
746,22938.48,31.85,51738.77,36,0,6,0,0,5,55.74,9.34,Fully Paid
603,75523.45,4.58,12366.26,12,3,2,0,0,2,25.92,4.26,Fully Paid
763,34035.93,13.72,16922.87,60,5,8,1,2,2,20.13,7.17,Fully Paid
768,35774.52,5.52,7638.49,24,0,6,0,0,0,4.6,3.22,Fully Paid
630,82007.54,20.14,11495.19,24,10,5,0,0,1,22.24,2.65,Fully Paid
649,130073.44,7.27,8805.86,60,7,6,0,0,0,60.13,5.16,Fully Paid
610,95652.18,41.11,13056.0,36,3,7,1,1,0,25.76,7.45,Default
625,84902.16,27.44,12794.82,36,10,8,1,2,0,58.02,6.19,Default
553,73317.07,21.81,20108.78,36,7,6,0,0,4,40.71,6.49,Default
712,100835.35,16.45,39965.35,24,7,8,0,0,0,48.56,3.43,Fully Paid
485,164473.83,20.36,9626.72,36,1,8,0,0,0,17.07,4.91,Fully Paid
594,42356.61,3.74,8307.75,36,7,2,0,0,3,47.16,4.47,Fully Paid
646,43200.35,21.17,55073.25,48,5,3,0,0,1,43.56,6.26,Fully Paid
753,92844.14,18.89,21640.35,12,5,8,0,0,2,44.53,4.03,Fully Paid
606,21525.3,8.49,14642.04,48,10,4,0,0,4,14.85,5.26,Default
684,56423.15,36.92,39144.92,36,7,6,0,0,1,42.18,5.93,Default
643,70027.65,13.07,23296.76,36,3,5,1,2,1,11.47,6.36,Fully Paid
725,43233.69,19.44,20811.16,60,10,4,0,0,1,75.67,6.01,Fully Paid
680,18948.1,29.75,13129.61,48,5,6,0,0,4,16.76,7.14,Default
716,137481.04,8.17,44340.42,12,2,3,0,0,2,8.7,3.15,Fully Paid
605,41782.28,23.08,4114.04,60,2,3,0,0,0,47.58,6.5,Fully Paid
568,42914.95,16.92,7907.55,48,3,7,0,0,0,48.11,5.5,Fully Paid
679,132851.57,2.68,9051.65,24,1,2,0,0,2,59.99,4.28,Fully Paid
610,10177.92,15.43,26611.6,48,5,3,0,0,2,70.62,9.36,Default
652,148262.51,8.8,18920.43,48,20,3,0,0,1,33.96,3.33,Fully Paid
675,227679.19,24.05,4131.11,36,10,6,0,0,2,37.14,3.88,Fully Paid
749,35112.88,19.75,4218.85,36,2,1,0,0,1,77.39,5.03,Fully Paid
712,44641.74,14.61,5138.67,12,7,4,0,0,7,12.93,4.35,Fully Paid
595,80252.5,21.13,12060.67,60,0,1,1,1,0,28.19,8.39,Fully Paid
558,69589.46,15.68,23974.85,36,15,5,0,0,1,30.12,3.06,Fully Paid
786,108102.18,7.91,16667.62,24,15,5,0,0,0,43.99,2.41,Fully Paid
523,80715.41,16.92,15364.67,48,20,8,1,2,0,76.19,6.92,Default
613,98542.76,18.38,8624.26,36,15,8,0,0,2,71.74,4.02,Fully Paid
701,471288.41,17.52,41778.02,36,3,4,0,0,0,66.2,4.43,Fully Paid
781,23005.63,26.68,7827.84,36,15,2,1,2,2,6.66,4.79,Fully Paid
634,133980.7,3.77,10744.48,60,0,4,0,0,4,48.16,6.8,Default
652,145447.58,40.13,7166.18,36,3,7,0,0,1,37.38,5.44,Fully Paid
579,30983.49,15.94,11087.67,36,2,3,0,0,2,61.57,5.51,Default
660,37076.56,3.84,9765.9,12,1,2,0,0,1,37.25,4.21,Fully Paid
557,80921.17,9.26,5734.23,36,7,2,1,1,1,25.62,4.52,Default
589,28286.14,25.16,21379.38,36,2,7,0,0,1,7.63,4.74,Default
711,41413.19,26.08,3271.28,36,3,3,1,3,3,77.85,8.97,Fully Paid
615,69115.51,10.06,9003.17,36,1,6,0,0,0,41.19,5.09,Fully Paid
723,39727.04,4.81,5112.34,12,10,3,0,0,1,33.22,2.0,Fully Paid
637,52231.71,21.26,20403.1,48,2,6,0,0,3,63.1,6.99,Default
540,35587.24,24.56,6120.8,48,15,1,1,1,1,40.23,6.42,Default
743,34016.6,19.26,2833.23,36,7,3,0,0,0,69.89,4.01,Fully Paid
544,79453.12,26.89,7453.41,48,5,6,0,0,2,37.25,5.67,Fully Paid
601,56346.96,15.72,4620.88,60,3,1,0,0,0,35.96,5.49,Fully Paid
634,64474.74,3.06,21825.03,60,3,5,0,0,2,3.23,5.64,Fully Paid
730,91354.23,32.42,6695.45,36,10,6,0,0,1,15.71,3.99,Fully Paid
607,66855.64,15.13,77364.29,60,3,3,0,0,1,11.2,6.3,Fully Paid
575,48967.84,18.53,34041.03,36,10,6,0,0,1,33.2,5.17,Default
